usuario|canciones|edad|sexo|likes|clasico|country|rock|cumbia|pop|boleros
1810|410|53|mujer|98|95.5854|3.564|191.663|38.314|25.395|14.4914
1811|22|25|hombre|185|7.51468|8.38684|175.505|134.301|18.0573|19.2134
1812|71|6|mujer|33|22.7655|6.42262|99.7808|25.0837|6.5484|19.4193
1813|124|60|hombre|47|52.4078|7.43873|107.665|232.727|40.2194|14.5308
1814|234|60|hombre|40|80.1807|0.803257|119.624|84.3481|14.2213|17.5541
1815|441|63|hombre|455|44.2608|9.21218|143.511|24.3537|11.3735|2.87695
1816|202|77|hombre|128|78.7692|6.08453|160.987|228.237|5.85959|1.88767
1817|145|71|hombre|386|2.9296|0.740069|88.954|155.975|17.93|5.9031
1818|406|4|mujer|241|55.072|6.93245|152.242|296.659|31.5563|3.25073
1819|60|34|hombre|183|97.59|2.24229|63.9399|253.133|29.3825|3.14941
182|143|70|mujer|233|7.44172|5.43151|125.024|128.079|25.3627|2.63432
1820|186|67|hombre|226|8.81118|9.70118|176.224|97.1185|12.2473|24.0626
1821|193|27|hombre|350|47.2072|8.78046|26.8658|276.606|26.5237|8.38528
1822|144|21|hombre|246|20.3242|4.94018|53.2659|88.6876|18.4816|20.3601
1823|464|69|hombre|306|65.7781|4.71256|191.001|151.717|9.94846|24.0045
1824|355|58|mujer|461|26.8447|3.89828|151.349|219.793|47.8436|6.91429
1825|416|70|hombre|367|44.1833|7.29187|39.0942|80.9665|40.652|10.954
1826|238|37|mujer|432|53.5209|9.08331|72.4223|135.067|21.0171|7.53655
1827|416|87|mujer|438|14.7477|5.33708|46.8813|211.944|29.2263|17.9713
1828|253|17|mujer|301|81.6357|1.05259|119.476|240.187|14.732|14.0242
1829|20|22|mujer|187|6.78684|9.96913|121.95|80.26|36.9395|17.3448
183|179|39|hombre|153|88.7875|5.98071|104.382|237.107|9.00919|23.4232
1830|451|62|mujer|11|73.1359|5.65335|60.209|222.863|23.6032|16.6884
1831|94|75|mujer|26|42.6059|9.03776|153.605|90.9708|10.5783|14.342
1832|372|44|hombre|185|24.1033|0.736744|190|29.2429|31.5592|21.6398
1833|437|15|mujer|258|68.7672|1.94432|159.479|184.126|35.9506|7.9098
1834|486|41|hombre|414|5.54425|0.960712|94.2039|161.666|26.79|3.63883
1835|422|15|hombre|22|44.3676|8.02341|22.0097|299.377|29.7997|2.94757
1836|12|8|mujer|347|32.1378|2.2439|49.5501|293.733|27.2222|21.1372
1837|363|6|mujer|332|41.5852|6.04477|131.638|25.2751|49.4013|18.9013
1838|422|27|hombre|434|31.2678|0.583836|85.8558|201.094|37.1993|17.3496
1839|144|42|mujer|430|1.69014|8.9235|81.7347|28.9036|14.5389|2.20432
184|368|42|mujer|427|26.5996|2.38618|13.5668|36.9829|10.9674|17.2592
1840|455|76|hombre|161|47.5571|3.21241|73.2857|243.031|30.6223|18.0623
1841|217|31|mujer|171|43.1016|4.56385|30.2646|141.81|34.8545|23.621
1842|156|46|mujer|451|96.2682|6.90648|71.2074|231.567|18.8183|0.863937
1843|431|10|hombre|461|19.3032|0.375655|181.2|65.6038|13.8531|17.6586
1844|407|12|hombre|303|2.87345|3.16972|35.4557|58.2539|4.32649|12.3801
1845|485|88|mujer|336|9.33616|8.3069|137.007|285.309|9.48231|6.437
1846|145|60|hombre|259|28.4781|1.9539|103.817|298.397|15.7948|17.0581
1847|413|10|hombre|273|86.4197|2.98511|128.217|21.63|26.4243|16.9952
1848|397|84|hombre|359|18.6788|5.00673|80.585|109.682|2.81276|10.3073
1849|297|56|hombre|356|82.0747|6.83634|121.162|239.653|41.8204|18.5602
185|472|23|mujer|160|44.1786|2.56412|172.5|267.371|10.4103|9.63713
1850|80|66|mujer|376|63.5272|6.05771|55.6392|111.467|10.1124|22.182
1851|142|2|mujer|333|26.6297|5.56768|15.2988|108.383|27.8333|1.89374
1852|34|38|hombre|280|66.5929|4.93297|8.21653|271.584|10.1895|21.1218
1853|62|44|mujer|138|12.7378|9.21819|128.042|248.1|16.3837|18.265
1854|282|15|hombre|374|30.9483|9.04588|123.7|131.774|6.14409|18.2173
1855|53|36|mujer|33|30.5586|2.50078|114.245|3.90308|13.4711|3.29808
1856|308|23|hombre|98|86.271|0.241076|155.411|123.698|0.904876|7.40734
1857|378|87|mujer|297|62.3645|9.0908|115.055|252.471|19.9169|11.8708
1858|234|39|mujer|269|92.5227|9.93853|110.982|66.2511|35.7067|18.8804
1859|354|86|mujer|313|7.15923|1.9686|94.9274|180.604|26.1917|4.10115
186|24|31|mujer|72|29.7988|8.62742|122.336|276.348|41.2874|11.1062
1860|367|0|mujer|131|62.6545|7.32894|160.066|31.7748|17.7997|23.1804
1861|170|20|mujer|182|59.6098|2.12948|81.8927|81.652|14.814|1.83337
1862|400|50|hombre|233|33.8002|0.953814|138.214|94.4145|11.1898|19.9767
1863|256|3|mujer|174|74.2683|2.11204|150.026|202.607|33.4605|5.60296
1864|457|15|hombre|287|43.9089|1.48248|154.876|253.792|2.14168|12.9368
1865|403|64|hombre|399|11.7132|1.66452|62.3958|182.99|23.6355|2.10969
1866|137|83|hombre|79|16.5424|9.00495|32.62|236.894|26.127|8.07173
1867|355|78|hombre|326|86.1874|2.03448|113.636|49.2835|18.8613|19.6673
1868|214|35|hombre|457|41.7898|2.1795|137.171|7.15644|5.96181|20.2577
1869|73|34|hombre|394|82.7497|3.41303|138.243|130.169|32.2551|9.8808
187|481|73|hombre|204|56.7964|4.82271|11.4148|148.849|32.2206|10.4698
1870|412|30|hombre|472|58.7874|3.95238|38.7299|93.2346|23.8617|19.7303
1871|478|87|hombre|480|79.3123|0.686702|45.543|117.942|14.6817|11.4183
1872|45|76|hombre|260|30.5351|0.173472|133.914|159.434|36.7447|7.57686
1873|315|84|hombre|345|4.52781|4.73757|77.5795|241.739|1.18732|17.74
1874|331|85|mujer|394|13.6836|2.84721|14.6486|270.222|12.1021|23.3314
1875|203|1|hombre|239|21.7878|1.81797|118.134|47.5909|32.0454|17.4495
1876|128|83|hombre|261|82.9715|6.54785|119.868|56.1643|29.1226|19.4026
1877|176|56|hombre|376|62.4403|5.80681|108.501|100.689|20.215|15.8004
1878|387|31|hombre|10|79.0819|8.82607|80.6358|212.559|36.2939|9.8862
1879|482|66|mujer|216|27.6795|9.08065|119.64|193.043|5.86168|12.6283
188|22|33|hombre|388|63.0418|2.93415|16.2867|65.4807|25.1495|14.4058
1880|326|71|hombre|9|3.16838|4.39172|183.45|40.5387|15.8463|22.69
1881|202|70|hombre|299|43.7823|6.95171|43.4571|14.1|35.0893|7.52815
1882|423|7|hombre|466|49.7898|8.51229|120.748|68.4436|40.4413|8.78335
1883|361|9|mujer|374|6.72239|8.42746|172.929|196.64|26.9037|23.5313
1884|385|37|mujer|349|35.9789|3.24651|151.373|10.0983|47.0863|13.4981
1885|402|30|hombre|58|45.1366|4.95639|54.6732|271.135|9.85992|6.9658
1886|288|99|hombre|26|77.2111|4.24383|88.7621|142.648|45.7333|20.7979
1887|95|28|mujer|128|96.4947|3.7007|193.868|122.148|5.11657|7.99042
1888|184|6|hombre|428|92.8661|7.75555|141.867|62.1696|2.92307|16.5551
1889|25|69|mujer|368|82.874|5.5202|60.0912|110.304|10.5213|1.87684
189|104|26|mujer|429|23.5307|0.0641492|140.883|19.2615|19.4428|3.64305
1890|330|12|hombre|422|14.5066|9.50831|13.5046|155.667|0.726372|7.19733
1891|333|38|hombre|82|16.4298|7.40421|158.703|169.688|49.5005|10.8455
1892|327|82|mujer|311|90.6916|0.984869|71.2584|96.3716|34.5655|16.5162
1893|244|17|hombre|428|92.4774|2.94302|30.4341|24.2493|42.8193|14.143
1894|246|83|mujer|191|8.31427|1.33652|174.225|209.96|12.5943|13.8086
1895|102|13|mujer|468|20.4676|4.14542|54.838|152.849|25.7956|5.50821
1896|409|67|hombre|499|11.9603|7.80636|125.014|231.04|36.0483|19.7122
1897|304|32|hombre|400|19.0351|8.57859|4.45334|55.9695|46.3493|18.0125
1898|354|27|hombre|309|44.3255|0.991533|144.42|188.704|36.375|2.09482
1899|378|9|hombre|412|99.4934|4.8469|68.2124|79.751|28.0069|17.8077
19|107|64|mujer|494|81.9614|3.13231|139.44|234.102|45.6997|19.628
190|144|73|hombre|104|33.9686|5.45208|96.254|205.784|5.02437|9.36693
1900|310|40|mujer|452|57.8338|3.9745|79.1888|154.664|14.8092|23.0313
1901|100|41|mujer|254|83.0125|4.39924|48.2799|129.525|14.4805|7.79691
1902|72|42|hombre|216|70.8196|4.18155|7.48575|144.205|28.9919|7.54836
1903|371|65|mujer|73|24.3614|0.00601278|165.079|246.099|15.251|16.1521
1904|92|47|mujer|488|62.7033|8.4228|166.096|195.028|48.1662|16.5131
1905|69|35|hombre|312|36.1836|6.51052|172.058|59.9928|37.2592|5.66135
1906|193|1|mujer|135|67.1826|2.92242|39.4381|232.659|8.64894|14.2231
1907|150|38|hombre|496|40.5644|6.06485|22.941|283.449|19.2377|15.6538
1908|329|34|hombre|78|58.3258|7.29187|32.249|260.832|14.3798|8.12562
1909|343|38|mujer|309|27.6878|0.191197|33.2786|123.002|20.5304|5.90011
191|3|36|hombre|459|39.1413|5.75779|110.657|54.0957|1.12994|21.327
1910|63|46|mujer|283|92.2737|0.627138|137.535|14.8537|35.0282|14.0213
1911|366|50|mujer|322|65.7754|0.453177|63.4113|296.665|14.0562|11.9579
1912|497|42|hombre|40|46.0869|7.62774|151.213|48.5128|38.4097|22.0725
1913|419|21|mujer|448|24.4055|9.03445|12.2552|193.36|18.6861|13.3742
1914|8|69|hombre|411|20.8283|8.95763|102.838|237.321|40.5095|24.4146
1915|16|79|hombre|44|45.0891|4.58328|75.5366|230.729|17.2437|22.454
1916|477|10|hombre|228|92.3823|0.508408|123.744|162.438|30.2086|7.29624
1917|301|4|hombre|181|86.9623|6.02091|49.3915|271.413|47.5014|6.67713
1918|7|53|hombre|134|69.6074|6.91819|154.407|69.8714|49.7839|18.7936
1919|282|68|mujer|196|60.4759|4.43396|67.9873|175.197|24.3718|13.7178
192|50|56|hombre|253|19.8345|2.15374|7.62214|73.9181|7.10783|16.4087
1920|117|25|hombre|310|41.7977|4.51179|108.143|297.482|22.4967|20.6904
1921|419|94|mujer|459|1.9307|9.73464|86.1583|106.384|20.2728|0.604422
1922|230|16|mujer|401|84.4946|4.47726|162.267|204.288|14.1525|13.2502
1923|325|38|hombre|453|44.4892|4.60299|145.91|127.687|5.87218|22.237
1924|434|11|hombre|391|46.4908|0.294551|84.3463|7.94728|23.4943|20.2456
1925|214|88|hombre|311|19.0174|2.92108|159.69|299.038|10.6084|6.25696
1926|147|63|hombre|371|0.0203495|2.34394|171.035|81.9453|36.2165|6.62613
1927|267|70|hombre|65|7.25037|9.12252|166.096|254.936|41.1626|6.35107
1928|19|1|mujer|301|77.3734|2.35392|7.68253|265.008|16.5542|3.56051
1929|318|10|mujer|35|45.59|1.07732|3.10635|138.127|46.0361|16.2568
193|41|19|hombre|102|32.3266|1.93072|195.266|132.372|23.5348|22.3107
1930|99|38|mujer|296|47.3691|9.03652|105.372|215.11|0.457|20.1897
1931|133|1|mujer|381|40.233|6.97507|88.0206|132.092|33.735|13.2469
1932|396|52|mujer|24|75.5638|2.89841|84.1513|147.978|20.2756|5.89985
1933|81|90|hombre|385|78.5846|8.24135|85.6121|60.5385|21.8594|11.89
1934|416|69|hombre|327|76.2272|3.98708|93.9723|277.728|1.67466|1.22563
1935|40|43|mujer|78|34.9684|4.32504|127.542|288.292|7.7023|3.25946
1936|467|4|mujer|426|24.2463|4.4109|6.70632|152.167|20.5437|23.4433
1937|235|66|mujer|137|29.2428|5.59257|64.5518|217.527|21.1298|21.5675
1938|253|97|hombre|155|83.7961|6.30361|135.883|130.515|36.2446|3.6412
1939|140|4|mujer|183|27.523|4.38307|42.0081|298.766|41.0011|6.20208
194|181|88|hombre|360|41.1668|2.44132|179.995|198.674|3.04781|13.2704
1940|269|49|hombre|24|47.8718|5.59163|143.101|19.5568|24.8847|3.38501
1941|190|25|hombre|476|99.4731|9.29472|156.626|7.67788|23.3342|12.5054
1942|178|41|hombre|5|67.4711|1.46205|84.4163|214.353|13.6883|14.9131
1943|303|74|hombre|454|88.7624|3.95205|141.162|163.132|8.70666|21.3387
1944|79|1|hombre|399|84.2465|1.2288|97.8153|229.292|10.1307|10.3163
1945|238|22|hombre|463|81.3589|1.76254|179.576|92.8637|27.6839|11.3413
1946|353|17|hombre|82|65.4327|1.93424|48.3941|216.207|13.9926|24.8839
1947|346|55|hombre|395|4.0434|4.21232|74.7299|110.514|14.8926|2.02455
1948|36|57|hombre|40|49.9221|8.55264|173.214|162.235|34.3493|2.7267
1949|346|9|mujer|7|75.9696|3.66607|55.305|49.2447|27.9677|6.62913
195|418|98|mujer|62|13.8701|2.97837|19.1762|281.504|3.06127|13.7575
1950|464|51|hombre|169|56.698|0.436259|194.03|235.122|47.9996|21.4468
1951|87|72|hombre|145|46.7508|1.75184|67.8878|298.13|9.35952|10.729
1952|212|42|hombre|242|4.38435|7.37483|105.499|170.379|49.4582|9.07032
1953|55|2|mujer|108|78.986|8.63333|188.849|133.039|14.9364|4.11996
1954|250|39|mujer|162|42.2556|1.16425|26.3819|267.482|12.9106|13.3684
1955|261|25|mujer|166|31.5414|1.52031|55.4488|124.784|35.6891|20.2416
1956|179|80|mujer|337|19.1367|1.21243|91.9319|7.99179|3.51326|1.01037
1957|321|78|mujer|404|53.0529|7.05277|199.185|139.031|31.931|24.4515
1958|294|15|mujer|369|16.7727|5.92785|15.6778|36.6697|42.9858|9.68032
1959|153|94|mujer|19|6.73589|1.77386|78.7976|55.1544|2.35904|24.7856
196|449|73|hombre|301|99.6562|4.98197|164.682|73.7895|18.1195|12.3575
1960|89|64|hombre|438|13.5982|6.59388|198.346|92.1438|22.9588|18.4105
1961|337|86|hombre|211|23.3054|5.9259|53.347|137.43|28.9672|0.975089
1962|88|13|hombre|0|78.4624|4.26641|47.2152|229.982|23.5941|11.6953
1963|273|56|mujer|259|67.8763|2.6694|0.993047|51.8076|38.2738|21.0966
1964|106|82|mujer|84|11.2478|4.19599|91.5825|157.581|35.1329|2.41613
1965|159|32|hombre|376|48.7601|3.86015|198.002|295.971|24.2384|7.70443
1966|205|91|mujer|398|44.0855|6.1971|99.4904|190.03|14.6411|7.11387
1967|393|5|mujer|469|80.5814|4.81625|181.089|41.5497|36.5545|24.9456
1968|37|3|hombre|69|27.5824|4.52147|90.5247|71.1742|33.1944|22.4991
1969|303|13|mujer|268|10.7373|6.55297|35.0092|256.143|6.03744|3.14285
197|453|6|hombre|436|69.9661|9.12687|16.1717|58.001|30.6468|1.77121
1970|197|29|mujer|337|0.359|3.22688|15.3346|169.282|47.5144|23.5075
1971|359|41|mujer|136|19.0489|6.01321|79.6115|251.674|22.9311|23.9019
1972|83|88|mujer|379|80.9466|5.96765|107.286|102.673|41.1934|18.2328
1973|298|59|mujer|26|8.79213|1.62194|60.4221|173.38|1.50407|12.0676
1974|141|38|mujer|475|8.88279|6.9509|46.5197|101.992|49.7635|4.25787
1975|135|14|hombre|284|63.2876|5.40624|82.8942|34.2395|1.34095|2.69193
1976|492|91|hombre|290|87.9696|2.75118|190.207|286.387|13.8656|8.84963
1977|404|86|mujer|367|14.7352|8.67167|28.2246|99.4835|46.6466|8.27475
1978|292|62|hombre|87|5.64417|2.23329|196.383|237.415|19.4074|23.1145
1979|410|9|hombre|343|28.672|8.83446|187.219|7.20564|9.31066|12.2081
198|289|9|hombre|149|68.2838|9.66644|183.404|1.75425|35.0469|23.3384
1980|219|26|hombre|231|60.8089|8.78676|89.5338|24.1634|31.0585|0.891002
1981|142|17|hombre|292|49.9232|4.8403|12.9896|283.393|10.9881|4.26991
1982|378|40|hombre|337|54.3525|3.52371|17.6173|70.6316|5.13027|6.09322
1983|419|50|mujer|4|63.769|2.2229|79.28|135.852|33.8085|16.4522
1984|381|83|hombre|14|11.971|9.39715|125.506|274.275|39.8849|18.3449
1985|216|94|mujer|249|59.4948|1.73993|94.5981|46.7486|6.12363|0.987308
1986|339|74|hombre|476|22.2098|6.6119|24.8812|219.748|30.5585|1.47099
1987|398|76|hombre|472|12.2556|4.06824|198.421|147.401|48.7684|1.00791
1988|187|20|mujer|250|90.3673|6.60391|67.0738|263.668|11.5633|7.9838
1989|450|65|mujer|238|98.4738|8.24|166.633|141.257|34.6573|2.23865
199|438|21|mujer|163|16.3736|9.25933|190.99|22.3986|0.718821|16.0477
1990|43|35|mujer|422|78.9492|2.21843|144.09|94.62|24.4697|24.0596
1991|140|24|hombre|162|7.17944|7.51608|140.986|278.108|29.4109|17.8156
1992|57|5|hombre|127|1.5066|8.11259|151.445|263.934|14.3302|6.96777
1993|392|74|mujer|385|97.5417|3.50936|170.375|226.665|20.797|18.7827
1994|90|86|mujer|367|39.3008|2.94133|154.12|226.601|28.9668|10.3125
1995|333|57|mujer|104|42.6996|3.03642|125.952|238.048|35.9713|16.8595
1996|202|76|mujer|480|31.5342|4.02994|49.6919|11.3855|12.9897|24.5062
1997|373|78|hombre|432|10.632|3.86497|142.403|235.142|26.7708|6.00863
1998|234|75|hombre|456|96.9621|0.847492|67.8524|106.298|8.27937|23.0703
1999|183|8|mujer|68|88.3374|6.69108|87.9605|124.566|38.3078|15.4508
2|270|78|hombre|85|3.25022|2.13323|189.787|102.583|31.8038|10.1669
20|76|74|hombre|18|61.371|2.79759|97.6394|274.558|10.9417|21.2148
200|17|36|mujer|392|54.8349|9.53674|183.032|69.1503|31.6748|22.0489
2000|79|17|mujer|227|24.0633|9.88056|170.738|288.003|17.3254|1.46301
2001|309|37|mujer|392|54.1052|0.092662|184.52|267.666|48.8484|7.90575
2002|379|83|mujer|280|65.0747|0.186547|31.3223|11.9958|35.4547|3.72242
2003|474|33|mujer|160|11.1402|6.52231|164.653|256.73|3.45449|0.450633
2004|201|99|hombre|282|30.6077|4.59926|99.4263|33.2523|19.53|21.9699
2005|430|1|mujer|251|86.5018|9.0091|137.168|70.2572|9.39323|2.57559
2006|424|96|hombre|384|94.8581|1.08529|112.825|241.427|39.6406|16.1626
2007|5|95|mujer|426|23.1613|8.49702|127.033|52.865|9.27414|2.70202
2008|146|97|hombre|482|80.0202|5.59159|24.1418|231.437|39.5055|23.668
2009|422|69|mujer|204|73.9087|6.87389|1.85416|36.2018|38.6452|14.9042
201|269|52|hombre|449|89.5064|2.97784|172.503|50.5775|31.4259|3.14122
2010|252|62|hombre|149|31.2703|1.7412|135.525|162.793|22.1776|3.23486
2011|327|55|hombre|493|95.5017|8.03991|114.574|156.436|31.4991|4.85263
2012|219|79|mujer|22|99.771|0.0925096|172.624|28.42|47.2218|14.49
2013|24|94|mujer|24|2.69483|3.20447|56.9007|25.4115|32.1932|19.1143
2014|136|32|mujer|129|95.5371|8.0007|41.7771|284.392|31.768|16.1158
2015|67|53|mujer|293|10.7336|6.46386|109.081|132.141|36.9127|15.0192
2016|261|39|mujer|380|38.7106|8.92993|38.5743|151.672|33.9847|8.93299
2017|236|34|mujer|418|38.7944|0.424175|6.08306|295.63|39.4712|9.0574
2018|353|51|mujer|353|49.8371|9.36547|196.247|293.684|49.4099|21.2829
2019|235|89|mujer|112|16.7201|2.16581|53.2522|87.9628|30.6828|22.454
202|195|62|mujer|463|25.347|5.26331|157.18|222.382|27.0671|18.7557
2020|489|33|mujer|371|28.1705|4.16082|0.47868|32.9188|37.8058|7.53799
2021|40|48|mujer|425|24.8246|7.71772|106.357|275.668|40.5943|0.118929
2022|273|19|mujer|223|79.0822|2.63731|20.0452|146.451|26.5294|14.0251
2023|349|33|mujer|290|9.56368|8.03474|102.034|2.56266|47.2545|23.1581
2024|372|89|mujer|345|58.1324|0.5141|55.4624|133.354|33.0547|23.1839
2025|366|83|hombre|357|34.1973|7.33275|132.121|274.223|22.0203|5.65769
2026|129|50|mujer|478|29.0909|2.69102|2.51964|88.291|35.5193|17.8195
2027|440|57|mujer|311|10.2373|1.83383|6.75035|84.5993|2.68846|14.6389
2028|160|31|mujer|415|2.14486|5.68794|3.22019|242.077|3.53273|4.27201
2029|375|18|mujer|148|63.2936|3.31092|182.599|2.59018|40.6054|8.05697
203|101|27|hombre|53|0.0977799|7.45765|87.3206|5.37818|3.46686|8.66623
2030|189|45|mujer|300|43.4395|1.66775|176.404|67.1974|47.8633|15.4468
2031|99|97|mujer|83|67.5162|9.34311|178.332|54.7708|22.5835|11.6067
2032|90|46|mujer|2|58.2868|4.63011|17.0285|56.2547|18.5449|10.1163
2033|162|74|mujer|415|14.6757|4.67849|59.8543|96.2161|44.4757|22.6404
2034|477|78|mujer|306|80.2762|5.53403|170.096|145.025|40.7254|18.1876
2035|435|54|mujer|100|47.7257|6.79493|157.4|236.394|26.6872|24.2587
2036|202|5|mujer|97|64.768|0.272909|125.493|18.5585|11.4318|2.76639
2037|454|29|hombre|220|41.4085|6.12746|155.797|136.244|19.423|7.00297
2038|189|91|hombre|68|60.6158|7.87894|158.428|112.502|41.9009|23.079
2039|443|48|hombre|286|31.3288|6.39261|93.9367|184.932|4.21444|9.58901
204|249|59|mujer|105|99.514|9.49213|112.467|109.53|45.9251|19.2245
2040|397|6|hombre|265|7.87977|9.49323|30.134|188.378|15.371|2.36053
2041|193|41|mujer|187|43.2377|8.36638|6.41226|203.922|35.3516|8.36245
2042|367|62|hombre|35|36.2212|2.71996|142.745|38.3435|37.0279|12.9886
2043|321|36|mujer|52|1.93169|3.97945|107.029|42.391|46.4599|18.0334
2044|428|93|hombre|484|44.9769|3.35992|181.773|66.6455|43.0707|8.27741
2045|207|3|mujer|59|71.3461|2.1287|84.9635|125.987|18.4585|23.2877
2046|492|21|hombre|118|30.3395|0.978067|125.672|212.147|32.8239|20.1787
2047|418|74|hombre|359|13.5462|5.21953|179.344|98.7288|8.28669|4.94488
2048|459|58|mujer|157|94.0422|6.76074|149.275|32.5754|19.029|2.35769
2049|241|96|hombre|227|81.8064|4.60333|113.058|175.382|49.1276|12.9425
205|154|58|mujer|202|34.0241|1.97761|33.1914|184.718|47.5859|21.5145
2050|137|94|hombre|111|25.4605|6.69991|157.931|150.935|35.7994|3.52015
2051|430|92|mujer|79|37.3157|3.57247|118.747|269.139|49.7469|15.5824
2052|397|98|hombre|114|97.1651|8.08569|105.577|199.005|9.26514|2.05054
2053|387|57|hombre|326|23.6751|1.55817|94.2486|123.5|4.38698|20.8528
2054|208|32|mujer|319|60.2382|0.846025|108.103|107.574|40.9456|9.60508
2055|234|95|mujer|64|71.6264|0.258005|86.3361|231.576|48.4841|3.39099
2056|281|70|mujer|323|59.0547|8.6579|17.714|102.953|0.658315|20.0706
2057|81|2|hombre|361|65.3434|5.14876|134.585|13.8242|20.1664|24.9266
2058|256|88|mujer|421|82.9809|6.23888|170.608|247.408|31.6631|4.02875
2059|45|0|mujer|251|7.97923|8.54439|101.324|223.011|44.9594|9.26078
206|351|86|mujer|323|96.9924|3.87509|5.4428|188.879|35.7099|6.36784
2060|408|43|mujer|392|73.6582|2.05645|66.7418|14.9919|3.78868|12.6864
2061|192|24|hombre|68|83.9148|4.02814|9.84271|191.928|25.2775|14.853
2062|376|95|mujer|29|8.11574|2.43894|193.479|186.248|6.78518|20.2157
2063|127|25|mujer|74|3.84282|5.50857|78.7472|67.0635|42.3716|17.5119
2064|159|15|mujer|72|15.3883|2.45707|149.73|248.532|34.1439|4.7375
2065|101|83|mujer|492|85.4424|5.58372|41.0037|52.4826|28.1226|14.7416
2066|94|93|hombre|400|23.3669|0.50076|167.059|171.563|38.8761|2.78077
2067|372|23|hombre|11|27.2866|6.57564|158.726|189.833|1.77948|2.12008
2068|412|23|mujer|380|71.199|4.65275|104.9|181.698|42.4777|20.4237
2069|191|57|hombre|118|49.485|7.4995|179.849|281.302|24.4265|22.0567
207|326|95|hombre|89|33.7319|6.56901|160.196|286.459|10.0286|23.7305
2070|325|46|mujer|291|41.4969|6.1746|120.41|136.941|0.74218|5.49655
2071|273|95|hombre|383|69.9641|8.87814|137.856|276.884|48.6512|20.2079
2072|134|15|hombre|215|66.7129|4.1156|87.0735|212.47|18.2899|3.98562
2073|456|82|mujer|318|86.727|6.91503|90.6064|49.5065|31.5148|3.86997
2074|213|61|mujer|432|43.8212|8.20318|11.4263|165.594|15.0966|5.02942
2075|254|62|hombre|307|56.8702|2.22421|80.2617|221.588|19.7764|4.91275
2076|150|35|hombre|39|53.9362|1.89399|154.462|56.1832|40.2369|10.1696
2077|48|87|mujer|246|45.0021|9.96942|152.625|138.829|17.5289|0.996425
2078|372|93|mujer|62|28.2057|5.51004|196.231|194.485|2.99222|12.3803
2079|364|56|hombre|260|34.8658|2.61251|179.682|229.703|22.8591|22.7553
208|430|70|hombre|310|23.08|6.57759|104.499|288.211|39.0511|20.9538
2080|446|69|hombre|16|65.9474|1.69121|156.916|105.984|28.785|24.4252
2081|153|11|mujer|229|81.0995|1.1216|38.1968|219.104|45.9872|17.3013
2082|45|68|mujer|477|83.2208|9.3017|84.5871|261.887|43.4949|15.8255
2083|243|44|hombre|224|38.4854|1.28999|50.6679|160.619|4.32004|1.6889
2084|135|77|mujer|237|4.35831|7.7225|58.6235|192.533|45.1513|20.0359
2085|467|2|mujer|4|71.5273|5.75604|39.2785|128.158|4.24759|15.1861
2086|93|34|mujer|288|26.9527|1.62771|38.9729|256.302|1.17294|20.2009
2087|357|73|hombre|214|54.0827|8.48502|61.5102|35.5639|11.5353|10.5423
2088|381|7|hombre|321|32.7232|4.18084|74.4385|61.3202|6.72853|13.9376
2089|466|30|hombre|14|47.5531|9.61753|82.1557|238.69|46.2316|4.44928
209|433|79|mujer|291|35.8849|6.29746|20.8174|44.301|45.996|5.32593
2090|279|75|mujer|63|15.0678|0.851848|18.9853|243.06|19.2902|14.5549
2091|350|9|hombre|134|61.9105|8.0643|76.7781|196.025|40.8094|0.276311
2092|348|88|mujer|429|59.5221|3.09248|147.782|83.9212|6.41196|10.8948
2093|103|78|mujer|179|43.0551|1.94385|167.51|49.4345|29.1433|23.8765
2094|425|29|hombre|140|58.2358|5.15739|108.981|6.13139|49.1095|9.82422
2095|145|11|hombre|2|80.4339|6.71664|50.9657|184.103|12.1712|8.68775
2096|314|41|hombre|241|24.0787|8.0006|185.289|23.1367|8.11535|6.43084
2097|17|45|hombre|22|13.9162|8.40947|22.1762|218.996|26.8208|23.0077
2098|200|38|mujer|133|15.5205|8.52092|142.059|91.6552|30.7382|8.84188
2099|98|76|mujer|375|53.6823|7.43557|20.4654|159.863|36.3632|14.1203
21|133|31|mujer|213|72.101|5.72546|170.909|131.071|47.6321|12.4387
210|446|50|mujer|40|19.4979|4.86182|98.1505|88.5275|48.3378|5.53959
2100|213|7|mujer|460|33.6474|9.6461|89.5119|206.504|24.4203|10.3713
2101|455|65|hombre|489|43.2183|4.67616|102.487|195.48|24.6273|15.0857
2102|395|86|hombre|181|75.3773|1.54737|84.2185|172.889|21.4195|3.46712
2103|206|5|hombre|23|80.7707|0.0514933|151.386|88.1253|1.86538|3.49086
2104|482|39|mujer|347|0.664634|2.74167|140.229|126.647|49.7351|21.2312
2105|368|23|hombre|127|75.4501|6.47647|145.879|277.312|20.5277|22.5327
2106|192|16|hombre|109|29.8682|7.24876|129.25|294.817|47.3667|9.87233
2107|493|57|hombre|239|13.275|0.442628|4.64182|136.618|46.1504|10.8861
2108|91|57|hombre|258|38.6261|1.76398|108.052|88.2092|22.4384|21.7465
2109|6|87|hombre|228|51.6401|9.29043|195.02|234.842|39.3977|13.6221
211|7|87|mujer|344|8.78647|0.524544|149.328|225.986|1.37261|18.215
2110|497|14|hombre|140|51.9643|2.55982|102.061|79.4423|45.6227|16.0462
2111|439|97|mujer|37|23.7631|6.22368|168.473|42.3143|43.2962|12.8043
